DATES,Carpenters,Butterfield,Delaney
5/30/33,0,0,0
5/31/33,0,0,0
6/1/33,-11.43,-11.43,-11.43
6/2/33,0,0,0
6/3/33,0,0,0
6/4/33,0,0,0
6/5/33,0,0,0
6/6/33,0,0,0
6/7/33,0,0,0
6/8/33,0,0,0
6/9/33,0,0,0
6/10/33,0,0,0
6/11/33,0,0,0
6/12/33,0,0,0
6/13/33,0,0,0
6/14/33,0,0,0
6/15/33,-11.43,-11.43,-11.43
6/16/33,0,0,0
6/17/33,0,0,0
6/18/33,0,0,0
6/19/33,0,0,0
6/20/33,0,0,0
6/21/33,0,0,0
6/22/33,0,0,0
6/23/33,0,0,0
6/24/33,0,0,0
6/25/33,0,0,0
6/26/33,0,0,0
6/27/33,0,0,0
6/28/33,0,0,0
6/29/33,0,0,0
6/30/33,-11.43,-11.43,-11.43
7/1/33,0,0,0
7/2/33,0,0,0
7/3/33,0,0,0
7/4/33,0,0,0
7/5/33,0,0,0
7/6/33,0,0,0
7/7/33,0,0,0
7/8/33,0,0,0
7/9/33,0,0,0
7/10/33,0,0,0
7/11/33,0,0,0
7/12/33,0,0,0
7/13/33,0,0,0
7/14/33,0,0,0
7/15/33,0,0,0
7/16/33,0,0,0
7/17/33,0,0,0
7/18/33,0,0,0
7/19/33,0,0,0
7/20/33,0,0,0
7/21/33,0,0,0
7/22/33,0,0,0
7/23/33,0,0,0
7/24/33,0,0,0
7/25/33,0,0,0
7/26/33,0,0,0
7/27/33,0,0,0
7/28/33,0,0,0
7/29/33,0,0,0
7/30/33,0,0,0
7/31/33,0,0,0
8/1/33,0,0,0
8/2/33,0,0,0
8/3/33,0,0,0
8/4/33,0,0,0
8/5/33,0,0,0
8/6/33,0,0,0
8/7/33,0,0,0
8/8/33,0,0,0
8/9/33,0,0,0
8/10/33,0,0,0
8/11/33,0,0,0
8/12/33,0,0,0
8/13/33,0,0,0
8/14/33,0,0,0
8/15/33,0,0,0
8/16/33,0,0,0
8/17/33,0,0,0
8/18/33,0,0,0
8/19/33,0,0,0
8/20/33,0,0,0
8/21/33,0,0,0
8/22/33,0,0,0
8/23/33,0,0,0
8/24/33,0,0,0
8/25/33,0,0,0
8/26/33,0,0,0
8/27/33,0,0,0
8/28/33,0,0,0
8/29/33,0,0,0
8/30/33,0,0,0
8/31/33,0,0,0
9/1/33,0,0,0
9/2/33,0,0,0
9/3/33,0,0,0
9/4/33,0,0,0
9/5/33,0,0,0
9/6/33,0,0,0
9/7/33,0,0,0
9/8/33,0,0,0
9/9/33,0,0,0
9/10/33,0,0,0
9/11/33,0,0,0
9/12/33,0,0,0
9/13/33,0,0,0
9/14/33,0,0,0
9/15/33,34.29,34.29,34.29
9/16/33,0,0,0
9/17/33,0,0,0
9/18/33,0,0,0
9/19/33,0,0,0
9/20/33,0,0,0
9/21/33,0,0,0
9/22/33,0,0,0
9/23/33,0,0,0
9/24/33,0,0,0
9/25/33,0,0,0
9/26/33,0,0,0
9/27/33,0,0,0
9/28/33,0,0,0
9/29/33,0,0,0
9/30/33,0,0,0
10/1/33,0,0,0
10/2/33,0,0,0
10/3/33,0,0,0
10/4/33,0,0,0
10/5/33,0,0,0
10/6/33,0,0,0
10/7/33,0,0,0
10/8/33,0,0,0
10/9/33,0,0,0
10/10/33,0,0,0
10/11/33,0,0,0
10/12/33,0,0,0
10/13/33,0,0,0
10/14/33,0,0,0
10/15/33,0,0,0
10/16/33,0,0,0
10/17/33,0,0,0
10/18/33,0,0,0
10/19/33,0,0,0
10/20/33,0,0,0
10/21/33,0,0,0
10/22/33,0,0,0
10/23/33,0,0,0
10/24/33,0,0,0
10/25/33,0,0,0
10/26/33,0,0,0
10/27/33,0,0,0
10/28/33,0,0,0
10/29/33,0,0,0
10/30/33,0,0,0
10/31/33,0,0,0
11/1/33,0,0,0
11/2/33,0,0,0
11/3/33,0,0,0
11/4/33,0,0,0
11/5/33,0,0,0
11/6/33,0,0,0
11/7/33,0,0,0
11/8/33,0,0,0
11/9/33,0,0,0
11/10/33,0,0,0
11/11/33,0,0,0
11/12/33,0,0,0
11/13/33,0,0,0
11/14/33,0,0,0
11/15/33,0,0,0
11/16/33,0,0,0
11/17/33,0,0,0
11/18/33,0,0,0
11/19/33,0,0,0
11/20/33,0,0,0
11/21/33,0,0,0
11/22/33,0,0,0
11/23/33,0,0,0
11/24/33,0,0,0
11/25/33,0,0,0
11/26/33,0,0,0
11/27/33,0,0,0
11/28/33,0,0,0
11/29/33,0,0,0
11/30/33,0,0,0
12/1/33,0,0,0
12/2/33,0,0,0
12/3/33,0,0,0
12/4/33,0,0,0
12/5/33,0,0,0
12/6/33,0,0,0
12/7/33,0,0,0
12/8/33,0,0,0
12/9/33,0,0,0
12/10/33,0,0,0
12/11/33,0,0,0
12/12/33,0,0,0
12/13/33,0,0,0
12/14/33,0,0,0
12/15/33,0,0,0
12/16/33,0,0,0
12/17/33,0,0,0
12/18/33,0,0,0
12/19/33,0,0,0
12/20/33,0,0,0
12/21/33,0,0,0
12/22/33,0,0,0
12/23/33,0,0,0
12/24/33,0,0,0
12/25/33,0,0,0
12/26/33,0,0,0
12/27/33,0,0,0
12/28/33,0,0,0
12/29/33,0,0,0
12/30/33,0,0,0
12/31/33,0,0,0
1/1/34,0,0,0
1/2/34,0,0,0
1/3/34,0,0,0
1/4/34,0,0,0
1/5/34,0,0,0
1/6/34,0,0,0
1/7/34,0,0,0
1/8/34,0,0,0
1/9/34,0,0,0
1/10/34,0,0,0
1/11/34,0,0,0
1/12/34,0,0,0
1/13/34,0,0,0
1/14/34,0,0,0
1/15/34,0,0,0
1/16/34,0,0,0
1/17/34,0,0,0
1/18/34,0,0,0
1/19/34,0,0,0
1/20/34,0,0,0
1/21/34,0,0,0
1/22/34,0,0,0
1/23/34,0,0,0
1/24/34,0,0,0
1/25/34,0,0,0
1/26/34,0,0,0
1/27/34,0,0,0
1/28/34,0,0,0
1/29/34,0,0,0
1/30/34,0,0,0
1/31/34,0,0,0
2/1/34,0,0,0
2/2/34,0,0,0
2/3/34,0,0,0
2/4/34,0,0,0
2/5/34,0,0,0
2/6/34,0,0,0
2/7/34,0,0,0
2/8/34,0,0,0
2/9/34,0,0,0
2/10/34,0,0,0
2/11/34,0,0,0
2/12/34,0,0,0
2/13/34,0,0,0
2/14/34,0,0,0
2/15/34,0,0,0
2/16/34,0,0,0
2/17/34,0,0,0
2/18/34,0,0,0
2/19/34,0,0,0
2/20/34,0,0,0
2/21/34,0,0,0
2/22/34,0,0,0
2/23/34,0,0,0
2/24/34,0,0,0
2/25/34,0,0,0
2/26/34,0,0,0
2/27/34,0,0,0
2/28/34,0,0,0
3/1/34,0,0,0
3/2/34,0,0,0
3/3/34,0,0,0
3/4/34,0,0,0
3/5/34,0,0,0
3/6/34,0,0,0
3/7/34,0,0,0
3/8/34,0,0,0
3/9/34,0,0,0
3/10/34,0,0,0
3/11/34,0,0,0
3/12/34,0,0,0
3/13/34,0,0,0
3/14/34,0,0,0
3/15/34,0,0,0
3/16/34,0,0,0
3/17/34,0,0,0
3/18/34,0,0,0
3/19/34,0,0,0
3/20/34,0,0,0
3/21/34,0,0,0
3/22/34,0,0,0
3/23/34,0,0,0
3/24/34,0,0,0
3/25/34,0,0,0
3/26/34,0,0,0
3/27/34,0,0,0
3/28/34,0,0,0
3/29/34,0,0,0
3/30/34,0,0,0
3/31/34,0,0,0
4/1/34,0,0,0
4/2/34,0,0,0
4/3/34,0,0,0
4/4/34,0,0,0
4/5/34,0,0,0
4/6/34,0,0,0
4/7/34,0,0,0
4/8/34,0,0,0
4/9/34,0,0,0
4/10/34,0,0,0
4/11/34,0,0,0
4/12/34,0,0,0
4/13/34,0,0,0
4/14/34,0,0,0
4/15/34,0,0,0
4/16/34,0,0,0
4/17/34,0,0,0
4/18/34,0,0,0
4/19/34,0,0,0
4/20/34,0,0,0
4/21/34,0,0,0
4/22/34,0,0,0
4/23/34,0,0,0
4/24/34,0,0,0
4/25/34,0,0,0
4/26/34,0,0,0
4/27/34,0,0,0
4/28/34,0,0,0
4/29/34,0,0,0
4/30/34,0,0,0
5/1/34,0,0,0
5/2/34,0,0,0
5/3/34,0,0,0
5/4/34,0,0,0
5/5/34,0,0,0
5/6/34,0,0,0
5/7/34,0,0,0
5/8/34,0,0,0
5/9/34,0,0,0
5/10/34,0,0,0
5/11/34,0,0,0
5/12/34,0,0,0
5/13/34,0,0,0
5/14/34,0,0,0
5/15/34,0,0,0
5/16/34,0,0,0
5/17/34,0,0,0
5/18/34,0,0,0
5/19/34,0,0,0
5/20/34,0,0,0
5/21/34,0,0,0
5/22/34,0,0,0
5/23/34,0,0,0
5/24/34,0,0,0
5/25/34,0,0,0
5/26/34,0,0,0
5/27/34,0,0,0
5/28/34,0,0,0
5/29/34,0,0,0
5/30/34,0,0,0
5/31/34,0,0,0
6/1/34,-11.43,-11.43,-11.43
6/2/34,0,0,0
6/3/34,0,0,0
6/4/34,0,0,0
6/5/34,0,0,0
6/6/34,0,0,0
6/7/34,0,0,0
6/8/34,0,0,0
6/9/34,0,0,0
6/10/34,0,0,0
6/11/34,0,0,0
6/12/34,0,0,0
6/13/34,0,0,0
6/14/34,0,0,0
6/15/34,-11.43,-11.43,-11.43
6/16/34,0,0,0
6/17/34,0,0,0
6/18/34,0,0,0
6/19/34,0,0,0
6/20/34,0,0,0
6/21/34,0,0,0
6/22/34,0,0,0
6/23/34,0,0,0
6/24/34,0,0,0
6/25/34,0,0,0
6/26/34,0,0,0
6/27/34,0,0,0
6/28/34,0,0,0
6/29/34,0,0,0
6/30/34,-11.43,-11.43,-11.43
7/1/34,0,0,0
7/2/34,0,0,0
7/3/34,0,0,0
7/4/34,0,0,0
7/5/34,0,0,0
7/6/34,0,0,0
7/7/34,0,0,0
7/8/34,0,0,0
7/9/34,0,0,0
7/10/34,0,0,0
7/11/34,0,0,0
7/12/34,0,0,0
7/13/34,0,0,0
7/14/34,0,0,0
7/15/34,0,0,0
7/16/34,0,0,0
7/17/34,0,0,0
7/18/34,0,0,0
7/19/34,0,0,0
7/20/34,0,0,0
7/21/34,0,0,0
7/22/34,0,0,0
7/23/34,0,0,0
7/24/34,0,0,0
7/25/34,0,0,0
7/26/34,0,0,0
7/27/34,0,0,0
7/28/34,0,0,0
7/29/34,0,0,0
7/30/34,0,0,0
7/31/34,0,0,0
8/1/34,0,0,0
8/2/34,0,0,0
8/3/34,0,0,0
8/4/34,0,0,0
8/5/34,0,0,0
8/6/34,0,0,0
8/7/34,0,0,0
8/8/34,0,0,0
8/9/34,0,0,0
8/10/34,0,0,0
8/11/34,0,0,0
8/12/34,0,0,0
8/13/34,0,0,0
8/14/34,0,0,0
8/15/34,0,0,0
8/16/34,0,0,0
8/17/34,0,0,0
8/18/34,0,0,0
8/19/34,0,0,0
8/20/34,0,0,0
8/21/34,0,0,0
8/22/34,0,0,0
8/23/34,0,0,0
8/24/34,0,0,0
8/25/34,0,0,0
8/26/34,0,0,0
8/27/34,0,0,0
8/28/34,0,0,0
8/29/34,0,0,0
8/30/34,0,0,0
8/31/34,0,0,0
9/1/34,0,0,0
9/2/34,0,0,0
9/3/34,0,0,0
9/4/34,0,0,0
9/5/34,0,0,0
9/6/34,0,0,0
9/7/34,0,0,0
9/8/34,0,0,0
9/9/34,0,0,0
9/10/34,0,0,0
9/11/34,0,0,0
9/12/34,0,0,0
9/13/34,0,0,0
9/14/34,0,0,0
9/15/34,34.29,34.29,34.29
9/16/34,0,0,0
9/17/34,0,0,0
9/18/34,0,0,0
9/19/34,0,0,0
9/20/34,0,0,0
9/21/34,0,0,0
9/22/34,0,0,0
9/23/34,0,0,0
9/24/34,0,0,0
9/25/34,0,0,0
9/26/34,0,0,0
9/27/34,0,0,0
9/28/34,0,0,0
9/29/34,0,0,0
9/30/34,0,0,0
10/1/34,0,0,0
10/2/34,0,0,0
10/3/34,0,0,0
10/4/34,0,0,0
10/5/34,0,0,0
10/6/34,0,0,0
10/7/34,0,0,0
10/8/34,0,0,0
10/9/34,0,0,0
10/10/34,0,0,0
10/11/34,0,0,0
10/12/34,0,0,0
10/13/34,0,0,0
10/14/34,0,0,0
10/15/34,0,0,0
10/16/34,0,0,0
10/17/34,0,0,0
10/18/34,0,0,0
10/19/34,0,0,0
10/20/34,0,0,0
10/21/34,0,0,0
10/22/34,0,0,0
10/23/34,0,0,0
10/24/34,0,0,0
10/25/34,0,0,0
10/26/34,0,0,0
10/27/34,0,0,0
10/28/34,0,0,0
10/29/34,0,0,0
10/30/34,0,0,0
10/31/34,0,0,0
11/1/34,0,0,0
11/2/34,0,0,0
11/3/34,0,0,0
11/4/34,0,0,0
11/5/34,0,0,0
11/6/34,0,0,0
11/7/34,0,0,0
11/8/34,0,0,0
11/9/34,0,0,0
11/10/34,0,0,0
11/11/34,0,0,0
11/12/34,0,0,0
11/13/34,0,0,0
11/14/34,0,0,0
11/15/34,0,0,0
11/16/34,0,0,0
11/17/34,0,0,0
11/18/34,0,0,0
11/19/34,0,0,0
11/20/34,0,0,0
11/21/34,0,0,0
11/22/34,0,0,0
11/23/34,0,0,0
11/24/34,0,0,0
11/25/34,0,0,0
11/26/34,0,0,0
11/27/34,0,0,0
11/28/34,0,0,0
11/29/34,0,0,0
11/30/34,0,0,0
12/1/34,0,0,0
12/2/34,0,0,0
12/3/34,0,0,0
12/4/34,0,0,0
12/5/34,0,0,0
12/6/34,0,0,0
12/7/34,0,0,0
12/8/34,0,0,0
12/9/34,0,0,0
12/10/34,0,0,0
12/11/34,0,0,0
12/12/34,0,0,0
12/13/34,0,0,0
12/14/34,0,0,0
12/15/34,0,0,0
12/16/34,0,0,0
12/17/34,0,0,0
12/18/34,0,0,0
12/19/34,0,0,0
12/20/34,0,0,0
12/21/34,0,0,0
12/22/34,0,0,0
12/23/34,0,0,0
12/24/34,0,0,0
12/25/34,0,0,0
12/26/34,0,0,0
12/27/34,0,0,0
12/28/34,0,0,0
12/29/34,0,0,0
12/30/34,0,0,0
12/31/34,0,0,0
1/1/35,0,0,0
1/2/35,0,0,0
1/3/35,0,0,0
1/4/35,0,0,0
1/5/35,0,0,0
1/6/35,0,0,0
1/7/35,0,0,0
1/8/35,0,0,0
1/9/35,0,0,0
1/10/35,0,0,0
1/11/35,0,0,0
1/12/35,0,0,0
1/13/35,0,0,0
1/14/35,0,0,0
1/15/35,0,0,0
1/16/35,0,0,0
1/17/35,0,0,0
1/18/35,0,0,0
1/19/35,0,0,0
1/20/35,0,0,0
1/21/35,0,0,0
1/22/35,0,0,0
1/23/35,0,0,0
1/24/35,0,0,0
1/25/35,0,0,0
1/26/35,0,0,0
1/27/35,0,0,0
1/28/35,0,0,0
1/29/35,0,0,0
1/30/35,0,0,0
1/31/35,0,0,0
2/1/35,0,0,0
2/2/35,0,0,0
2/3/35,0,0,0
2/4/35,0,0,0
2/5/35,0,0,0
2/6/35,0,0,0
2/7/35,0,0,0
2/8/35,0,0,0
2/9/35,0,0,0
2/10/35,0,0,0
2/11/35,0,0,0
2/12/35,0,0,0
2/13/35,0,0,0
2/14/35,0,0,0
2/15/35,0,0,0
2/16/35,0,0,0
2/17/35,0,0,0
2/18/35,0,0,0
2/19/35,0,0,0
2/20/35,0,0,0
2/21/35,0,0,0
2/22/35,0,0,0
2/23/35,0,0,0
2/24/35,0,0,0
2/25/35,0,0,0
2/26/35,0,0,0
2/27/35,0,0,0
2/28/35,0,0,0
3/1/35,0,0,0
3/2/35,0,0,0
3/3/35,0,0,0
3/4/35,0,0,0
3/5/35,0,0,0
3/6/35,0,0,0
3/7/35,0,0,0
3/8/35,0,0,0
3/9/35,0,0,0
3/10/35,0,0,0
3/11/35,0,0,0
3/12/35,0,0,0
3/13/35,0,0,0
3/14/35,0,0,0
3/15/35,0,0,0
3/16/35,0,0,0
3/17/35,0,0,0
3/18/35,0,0,0
3/19/35,0,0,0
3/20/35,0,0,0
3/21/35,0,0,0
3/22/35,0,0,0
3/23/35,0,0,0
3/24/35,0,0,0
3/25/35,0,0,0
3/26/35,0,0,0
3/27/35,0,0,0
3/28/35,0,0,0
3/29/35,0,0,0
3/30/35,0,0,0
3/31/35,0,0,0
4/1/35,0,0,0
4/2/35,0,0,0
4/3/35,0,0,0
4/4/35,0,0,0
4/5/35,0,0,0
4/6/35,0,0,0
4/7/35,0,0,0
4/8/35,0,0,0
4/9/35,0,0,0
4/10/35,0,0,0
4/11/35,0,0,0
4/12/35,0,0,0
4/13/35,0,0,0
4/14/35,0,0,0
4/15/35,0,0,0
4/16/35,0,0,0
4/17/35,0,0,0
4/18/35,0,0,0
4/19/35,0,0,0
4/20/35,0,0,0
4/21/35,0,0,0
4/22/35,0,0,0
4/23/35,0,0,0
4/24/35,0,0,0
4/25/35,0,0,0
4/26/35,0,0,0
4/27/35,0,0,0
4/28/35,0,0,0
4/29/35,0,0,0
4/30/35,0,0,0
5/1/35,0,0,0
5/2/35,0,0,0
5/3/35,0,0,0
5/4/35,0,0,0
5/5/35,0,0,0
5/6/35,0,0,0
5/7/35,0,0,0
5/8/35,0,0,0
5/9/35,0,0,0
5/10/35,0,0,0
5/11/35,0,0,0
5/12/35,0,0,0
5/13/35,0,0,0
5/14/35,0,0,0
5/15/35,0,0,0
5/16/35,0,0,0
5/17/35,0,0,0
5/18/35,0,0,0
5/19/35,0,0,0
5/20/35,0,0,0
5/21/35,0,0,0
5/22/35,0,0,0
5/23/35,0,0,0
5/24/35,0,0,0
5/25/35,0,0,0
5/26/35,0,0,0
5/27/35,0,0,0
5/28/35,0,0,0
5/29/35,0,0,0
5/30/35,0,0,0
5/31/35,0,0,0
6/1/35,-11.43,-11.43,-11.43
6/2/35,0,0,0
6/3/35,0,0,0
6/4/35,0,0,0
6/5/35,0,0,0
6/6/35,0,0,0
6/7/35,0,0,0
6/8/35,0,0,0
6/9/35,0,0,0
6/10/35,0,0,0
6/11/35,0,0,0
6/12/35,0,0,0
6/13/35,0,0,0
6/14/35,0,0,0
6/15/35,-11.43,-11.43,-11.43
6/16/35,0,0,0
6/17/35,0,0,0
6/18/35,0,0,0
6/19/35,0,0,0
6/20/35,0,0,0
6/21/35,0,0,0
6/22/35,0,0,0
6/23/35,0,0,0
6/24/35,0,0,0
6/25/35,0,0,0
6/26/35,0,0,0
6/27/35,0,0,0
6/28/35,0,0,0
6/29/35,0,0,0
6/30/35,-11.43,-11.43,-11.43
7/1/35,0,0,0
7/2/35,0,0,0
7/3/35,0,0,0
7/4/35,0,0,0
7/5/35,0,0,0
7/6/35,0,0,0
7/7/35,0,0,0
7/8/35,0,0,0
7/9/35,0,0,0
7/10/35,0,0,0
7/11/35,0,0,0
7/12/35,0,0,0
7/13/35,0,0,0
7/14/35,0,0,0
7/15/35,0,0,0
7/16/35,0,0,0
7/17/35,0,0,0
7/18/35,0,0,0
7/19/35,0,0,0
7/20/35,0,0,0
7/21/35,0,0,0
7/22/35,0,0,0
7/23/35,0,0,0
7/24/35,0,0,0
7/25/35,0,0,0
7/26/35,0,0,0
7/27/35,0,0,0
7/28/35,0,0,0
7/29/35,0,0,0
7/30/35,0,0,0
7/31/35,0,0,0
8/1/35,0,0,0
8/2/35,0,0,0
8/3/35,0,0,0
8/4/35,0,0,0
8/5/35,0,0,0
8/6/35,0,0,0
8/7/35,0,0,0
8/8/35,0,0,0
8/9/35,0,0,0
8/10/35,0,0,0
8/11/35,0,0,0
8/12/35,0,0,0
8/13/35,0,0,0
8/14/35,0,0,0
8/15/35,0,0,0
8/16/35,0,0,0
8/17/35,0,0,0
8/18/35,0,0,0
8/19/35,0,0,0
8/20/35,0,0,0
8/21/35,0,0,0
8/22/35,0,0,0
8/23/35,0,0,0
8/24/35,0,0,0
8/25/35,0,0,0
8/26/35,0,0,0
8/27/35,0,0,0
8/28/35,0,0,0
8/29/35,0,0,0
8/30/35,0,0,0
8/31/35,0,0,0
9/1/35,0,0,0
9/2/35,0,0,0
9/3/35,0,0,0
9/4/35,0,0,0
9/5/35,0,0,0
9/6/35,0,0,0
9/7/35,0,0,0
9/8/35,0,0,0
9/9/35,0,0,0
9/10/35,0,0,0
9/11/35,0,0,0
9/12/35,0,0,0
9/13/35,0,0,0
9/14/35,0,0,0
9/15/35,34.29,34.29,34.29
9/16/35,0,0,0
9/17/35,0,0,0
9/18/35,0,0,0
9/19/35,0,0,0
9/20/35,0,0,0
9/21/35,0,0,0
9/22/35,0,0,0
9/23/35,0,0,0
9/24/35,0,0,0
9/25/35,0,0,0
9/26/35,0,0,0
9/27/35,0,0,0
9/28/35,0,0,0
9/29/35,0,0,0
9/30/35,0,0,0
10/1/35,0,0,0
10/2/35,0,0,0
10/3/35,0,0,0
10/4/35,0,0,0
10/5/35,0,0,0
10/6/35,0,0,0
10/7/35,0,0,0
10/8/35,0,0,0
10/9/35,0,0,0
10/10/35,0,0,0
10/11/35,0,0,0
10/12/35,0,0,0
10/13/35,0,0,0
10/14/35,0,0,0
10/15/35,0,0,0
10/16/35,0,0,0
10/17/35,0,0,0
10/18/35,0,0,0
10/19/35,0,0,0
10/20/35,0,0,0
10/21/35,0,0,0
10/22/35,0,0,0
10/23/35,0,0,0
10/24/35,0,0,0
10/25/35,0,0,0
10/26/35,0,0,0
10/27/35,0,0,0
10/28/35,0,0,0
10/29/35,0,0,0
10/30/35,0,0,0
10/31/35,0,0,0
11/1/35,0,0,0
11/2/35,0,0,0
11/3/35,0,0,0
11/4/35,0,0,0
11/5/35,0,0,0
11/6/35,0,0,0
11/7/35,0,0,0
11/8/35,0,0,0
11/9/35,0,0,0
11/10/35,0,0,0
11/11/35,0,0,0
11/12/35,0,0,0
11/13/35,0,0,0
11/14/35,0,0,0
11/15/35,0,0,0
11/16/35,0,0,0
11/17/35,0,0,0
11/18/35,0,0,0
11/19/35,0,0,0
11/20/35,0,0,0
11/21/35,0,0,0
11/22/35,0,0,0
11/23/35,0,0,0
11/24/35,0,0,0
11/25/35,0,0,0
11/26/35,0,0,0
11/27/35,0,0,0
11/28/35,0,0,0
11/29/35,0,0,0
11/30/35,0,0,0
12/1/35,0,0,0
12/2/35,0,0,0
12/3/35,0,0,0
12/4/35,0,0,0
12/5/35,0,0,0
12/6/35,0,0,0
12/7/35,0,0,0
12/8/35,0,0,0
12/9/35,0,0,0
12/10/35,0,0,0
12/11/35,0,0,0
12/12/35,0,0,0
12/13/35,0,0,0
12/14/35,0,0,0
12/15/35,0,0,0
12/16/35,0,0,0
12/17/35,0,0,0
12/18/35,0,0,0
12/19/35,0,0,0
12/20/35,0,0,0
12/21/35,0,0,0
12/22/35,0,0,0
12/23/35,0,0,0
12/24/35,0,0,0
12/25/35,0,0,0
12/26/35,0,0,0
12/27/35,0,0,0
12/28/35,0,0,0
12/29/35,0,0,0
12/30/35,0,0,0
12/31/35,0,0,0
1/1/36,0,0,0
1/2/36,0,0,0
1/3/36,0,0,0
1/4/36,0,0,0
1/5/36,0,0,0
1/6/36,0,0,0
1/7/36,0,0,0
1/8/36,0,0,0
1/9/36,0,0,0
1/10/36,0,0,0
1/11/36,0,0,0
1/12/36,0,0,0
1/13/36,0,0,0
1/14/36,0,0,0
1/15/36,0,0,0
1/16/36,0,0,0
1/17/36,0,0,0
1/18/36,0,0,0
1/19/36,0,0,0
1/20/36,0,0,0
1/21/36,0,0,0
1/22/36,0,0,0
1/23/36,0,0,0
1/24/36,0,0,0
1/25/36,0,0,0
1/26/36,0,0,0
1/27/36,0,0,0
1/28/36,0,0,0
1/29/36,0,0,0
1/30/36,0,0,0
1/31/36,0,0,0
2/1/36,0,0,0
2/2/36,0,0,0
2/3/36,0,0,0
2/4/36,0,0,0
2/5/36,0,0,0
2/6/36,0,0,0
2/7/36,0,0,0
2/8/36,0,0,0
2/9/36,0,0,0
2/10/36,0,0,0
2/11/36,0,0,0
2/12/36,0,0,0
2/13/36,0,0,0
2/14/36,0,0,0
2/15/36,0,0,0
2/16/36,0,0,0
2/17/36,0,0,0
2/18/36,0,0,0
2/19/36,0,0,0
2/20/36,0,0,0
2/21/36,0,0,0
2/22/36,0,0,0
2/23/36,0,0,0
2/24/36,0,0,0
2/25/36,0,0,0
2/26/36,0,0,0
2/27/36,0,0,0
2/28/36,0,0,0
